,Matan,Degree
1453,قال جيء بأبي يوم أحد مجدعا فوضع بين يدى النبي صلى الله عليه وسلم فذكر نحو حديثهم,0
2400, ذكر تزويج زينب بنت جحش عند أنس بن مالك فقال ما رأيت رسول الله صلى الله عليه وسلم أولم على أحد من نسائه ما أولم عليها أولم بشاة,0
8364,قال كنا عند عمر فقال أيكم يحفظ حديث رسول الله صلى الله عليه وسلم في الفتنة كما قال قال فقلت أنا قال إنك لجريء وكيف قال قال قلت سمعت رسول الله صلى الله عليه وسلم يقول فتنة الرجل في أهله وماله ونفسه وولده وجاره يكفرها الصيام والصلاة والصدقة والأمر بالمعروف والنهى عن المنكر فقال عمر ليس هذا أريد إنما أريد التي تموج كموج البحر قال فقلت ما لك ولها يا أمير المؤمنين إن بينك وبينها بابا مغلقا قال أفيكسر الباب أم يفتح قال قلت لا بل يكسر قال ذلك أحرى أن لا يغلق أبدا قال فقلنا لحذيفة هل كان عمر يعلم من الباب قال نعم كما يعلم أن دون غد الليلة إني حدثته حديثا ليس بالأغاليط قال فهبنا أن نسأل حذيفة من الباب فقلنا لمسروق سله فسأله فقال عمر,0
4512,قال النبي صلى الله عليه وسلم ولكن قال السنة إذا تزوج البكر أقام عندها سبعا، وإذا تزوج الثيب أقام عندها ثلاثا‏.‏,0
2564, عائشة، أنهم قالوا يا رسول الله إن قوما حديثو عهد بالجاهلية يأتوننا بلحمان لا ندري أذكروا اسم الله عليها أم لم يذكروا أفنأكل منها فقال رسول الله صلى الله عليه وسلم سموا الله وكلوا,0
12580, قال رسول الله صلى الله عليه وسلم إذا مات صاحبكم فدعوه لا تقعوا فيه,0
20861,يقول سمعت النبي صلى الله عليه وسلم يقول ‏ ‏ يأتي على الناس زمان خير مال الرجل المسلم الغنم، يتبع بها شعف الجبال ومواقع القطر، يفر بدينه من الفتن ‏‏‏.‏,0
9334,"أن بني سلمة، أرادوا أن يتحولوا، عن منازلهم، فينزلوا قريبا من النبي صلى الله عليه وسلم قال فكره رسول الله صلى الله عليه وسلم أن يعروا ‏{‏المدينة‏}‏ فقال ‏""‏ ألا تحتسبون آثاركم ‏""‏‏.‏ قال مجاهد خطاهم آثارهم أن يمشى في الأرض بأرجلهم‏.‏",0
16635,"أنها اشترت نمرقة فيها تصاوير، فلما رآها رسول الله صلى الله عليه وسلم قام على الباب فلم يدخل، فعرفت في وجهه الكراهية قالت يا رسول الله أتوب إلى الله وإلى رسوله، ماذا أذنبت قال ‏""‏ ما بال هذه النمرقة ‏""‏‏.‏ فقالت اشتريتها لتقعد عليها وتوسدها‏.‏ فقال رسول الله صلى الله عليه وسلم ‏""‏ إن أصحاب هذه الصور يعذبون يوم القيامة، ويقال لهم أحيوا ما خلقتم  وقال  إن البيت الذي فيه الصور لا تدخله الملائكة ‏""‏‏.‏",0
25356,هريرة، أن رسول الله صلى الله عليه وسلم قال لا تصحب الملائكة رفقة فيها كلب ولا جرس,0
19772,"أن النبي صلى الله عليه وسلم قال ‏""‏ إن الله حرم مكة، فلم تحل لأحد قبلي، ولا تحل لأحد بعدي، وإنما أحلت لي ساعة من نهار، لا يختلى خلاها، ولا يعضد شجرها، ولا ينفر صيدها، ولا تلتقط لقطتها إلا لمعرف ‏""‏‏.‏ وقال العباس يا رسول الله‏.‏ إلا الإذخر لصاغتنا وقبورنا‏.‏ فقال ‏""‏ إلا الإذخر ‏""‏‏.‏ وعن خالد عن عكرمة قال هل تدري ما لا ينفر صيدها هو أن ينحيه من الظل، ينزل مكانه‏.‏",0
3017,بينما رسول الله صلى الله عليه وسلم يقسم غنيمة بالجعرانة إذ قال له رجل اعدل‏.‏ فقال له ‏ ‏ شقيت إن لم أعدل ‏‏‏.‏,0
5774,قال رسول الله صلى الله عليه وسلم لا تقاطعوا ولا تدابروا ولا تباغضوا ولا تحاسدوا وكونوا عباد الله إخوانا ولا يحل لمسلم أن يهجر أخاه فوق ثلاث,0
22559,"أن أم سليم، أمه عمدت إلى مد من شعير، جشته وجعلت منه خطيفة، وعصرت عكة عندها، ثم بعثتني إلى النبي صلى الله عليه وسلم فأتيته وهو في أصحابه فدعوته قال ‏""‏ ومن معي ‏""‏‏.‏ فجئت فقلت إنه يقول، ومن معي، فخرج إليه أبو طلحة قال يا رسول الله إنما هو شىء صنعته أم سليم، فدخل فجيء به وقال ‏""‏ أدخل على عشرة ‏""‏‏.‏ فدخلوا فأكلوا حتى شبعوا، ثم قال ‏""‏ أدخل على عشرة ‏""‏‏.‏ فدخلوا فأكلوا حتى شبعوا، ثم قال ‏""‏ أدخل على عشرة ‏""‏‏.‏ حتى عد أربعين، ثم أكل النبي صلى الله عليه وسلم ثم قام، فجعلت أنظر هل نقص منها شىء‏.‏",0
1516, بنت النبي صلى الله عليه وسلم إليه أن ابنا لي قبض فأتنا فأرسل يقرأ السلام ويقول إن لله ما أخذ وله ما أعطى وكل شىء عند الله بأجل مسمى فلتصبر ولتحتسب فأرسلت إليه تقسم عليه ليأتينها فقام ومعه سعد بن عبادة ومعاذ بن جبل وأبى بن كعب وزيد بن ثابت ورجال فرفع إلى رسول الله صلى الله عليه وسلم الصبي ونفسه تقعقع ففاضت عيناه فقال سعد يا رسول الله ما هذا قال هذا رحمة يجعلها الله في قلوب عباده وإنما يرحم الله من عباده الرحماء,0
20418, قال رسول الله صلى الله عليه وسلم من يحرم الرفق يحرم الخير كله,0
6957,رسول الله صلى الله عليه وسلم بابن لها لم يأكل الطعام فوضعته في حجره فبال قال فلم يزد على أن نضح بالماء,0
5970,قال رسول الله صلى الله عليه وسلم إذا وضع أحدكم بين يديه مثل مؤخرة الرحل فليصل ولا يبالي من مر وراء ذلك,0
18010,رسول الله صلى الله عليه وسلم كلمات أقولهن في الوتر اللهم اهدني فيمن هديت وعافني فيمن عافيت وتولني فيمن توليت وبارك لي فيما أعطيت وقني شر ما قضيت فإنك تقضي ولا يقضى عليك وإنه لا يذل من واليت تباركت ربنا وتعاليت,0
23582, ما تحت ظل السماء إله يعبد أعظم عند الله من هوى متبع ,1
1841,سمعت رسول الله صلى الله عليه وسلم يقول ستفتح عليكم أرضون ويكفيكم الله فلا يعجز أحدكم أن يلهو بأسهمه,0
8892,قال لي رسول الله صلى الله عليه وسلم يا أبا ذر كيف أنت إذا كانت عليك أمراء يميتون الصلاة أو قال يؤخرون الصلاة قلت يا رسول الله فما تأمرني قال صل الصلاة لوقتها فإن أدركتها معهم فصلها فإنها لك نافلة,0
5842,عن النبي صلى الله عليه وسلم قال إن الرحم سجنة من الرحمن، فقال الله من وصلك وصلته، ومن قطعك قطعته,0
23251, قالت كنت بين يدى رسول الله صلى الله عليه وسلم وهو يصلي فإذا أردت أن أقوم كرهت أن أقوم فأمر بين يديه انسللت انسلالا,0
25154, قال رسول الله صلى الله عليه وسلم إذا أقيمت الصلاة فلا صلاة إلا المكتوبة,0
14856, السخاء شجرة في الجنة من كان سخيا أخذ بغصن منها فلم يتركه الغصن حتى يدخله الجنة والشح شجرة في النار فمن كان شحيحا أخذ بغصن من أغصانها فلم يتركه الغصن حتى يدخله النار,1
14118,شهاب، بهذا الإسناد وزاد في الحديث وكان قيصر لما كشف الله عنه جنود فارس مشى من حمص إلى إيلياء شكرا لما أبلاه الله وقال في الحديث من محمد عبد الله ورسوله وقال إثم اليريسيين وقال بداعية الإسلام,0
22372, بتل رسول الله صلى الله عليه وسلم العمرى والرقبى,0
10831,الله فقال كان رسول الله صلى الله عليه وسلم يصلي الظهر بالهاجرة والعصر والشمس نقية والمغرب إذا وجبت والعشاء أحيانا يؤخرها وأحيانا يعجل كان إذا رآهم قد اجتمعوا عجل وإذا رآهم قد أبطئوا أخر والصبح كانوا أو قال كان النبي صلى الله عليه وسلم يصليها بغلس,0
24094,قال رسول الله صلى الله عليه وسلم ترد على أمتي الحوض وأنا أذود الناس عنه كما يذود الرجل إبل الرجل عن إبله قالوا يا نبي الله أتعرفنا قال نعم لكم سيما ليست لأحد غيركم تردون على غرا محجلين من آثار الوضوء وليصدن عني طائفة منكم فلا يصلون فأقول يا رب هؤلاء من أصحابي فيجيبني ملك فيقول وهل تدري ما أحدثوا بعدك,0
21057,كتب النبي صلى الله عليه وسلم كتابا  أو أراد أن يكتب  فقيل له إنهم لا يقرءون كتابا إلا مختوما‏.‏ فاتخذ خاتما من فضة نقشه محمد رسول الله‏.‏ كأني أنظر إلى بياضه في يده‏.‏ فقلت لقتادة من قال نقشه محمد رسول الله قال أنس‏.‏,0
9241, أن رسول الله صلى الله عليه وسلم قضى باليمين على المدعى عليه,0
18498,أن رسول الله صلى الله عليه وسلم قال ‏ ‏ إذا قدم العشاء فابدءوا به قبل أن تصلوا صلاة المغرب، ولا تعجلوا عن عشائكم ‏‏‏.‏,0
14228, إن وفد عبد القيس لما قدموا على رسول الله صلى الله عليه وسلم أمرهم بالإيمان بالله قال أتدرون ما الإيمان بالله قالوا الله ورسوله أعلم قال شهادة أن لا إله إلا الله وأن محمدا رسول الله وإقام الصلاة وإيتاء الزكاة وصوم رمضان وأن تعطوا الخمس من المغنم,0
18898,"دخلت على عائشة  رضى الله عنها  قالت دخلت على بريرة وهى مكاتبة، فقالت يا أم المؤمنين اشتريني فإن أهلي يبيعوني فأعتقيني قالت نعم‏.‏ قالت إن أهلي لا يبيعوني حتى يشترطوا ولائي‏.‏ قالت لا حاجة لي فيك‏.‏ فسمع ذلك النبي صلى الله عليه وسلم أو بلغه، فقال ‏""‏ ما شأن بريرة فقال اشتريها فأعتقيها وليشترطوا ما شاءوا ‏""‏‏.‏ قالت فاشتريتها فأعتقتها، واشترط أهلها ولاءها، فقال النبي صلى الله عليه وسلم ‏""‏ الولاء لمن أعتق، وإن اشترطوا مائة شرط ‏""‏‏.‏",0
23118,ماءان لا يجزئان من غسل الجنابة ماء البحر وماء الحمام,1
25289, إن رسول الله صلى الله عليه وسلم خطبنا فعلمنا سنتنا وبين لنا صلاتنا فقال إذا قمتم إلى الصلاة فأقيموا صفوفكم ثم ليؤمكم أحدكم فإذا كبر فكبروا وإذا قال ولا الضالين فقولوا آمين يجبكم الله ثم إذا كبر وركع فكبروا واركعوا فإن الإمام يركع قبلكم ويرفع قبلكم قال نبي الله صلى الله عليه وسلم فتلك بتلك وإذا قال سمع الله لمن حمده فقولوا اللهم ربنا لك الحمد فإن الله عز وجل قال على لسان نبيه صلى الله عليه وسلم سمع الله لمن حمده ثم إذا كبر وسجد فكبروا واسجدوا فإن الإمام يسجد قبلكم ويرفع قبلكم قال نبي الله صلى الله عليه وسلم فتلك بتلك وإذا كان عند القعدة فليكن من قول أحدكم أن يقول التحيات الطيبات الصلوات لله السلام عليك أيها النبي ورحمة الله وبركاته السلام علينا وعلى عباد الله الصالحين أشهد أن لا إله إلا الله وأشهد أن محمدا عبده ورسوله,0
13888,النبي صلى الله عليه وسلم ‏ ‏ إن اليهود والنصارى لا يصبغون فخالفوهم ‏‏‏.‏,0
17101,قال رسول الله صلى الله عليه وسلم لولا أن أشق على أمتي ما تخلفت عن سرية، ولكن لا أجد حمولة، ولا أجد ما أحملهم عليه، ويشق على أن يتخلفوا عني، ولوددت أني قاتلت في سبيل الله فقتلت، ثم أحييت ثم قتلت، ثم أحييت,0
11884,كان يضرب شعر النبي صلى الله عليه وسلم منكبيه‏.‏,0
19717,ما كانت زندقة إلا وأصلها التكذيب بالقدر ,1
10085,النبي صلى الله عليه وسلم أنها قالت كان الناس ينتابون الجمعة من منازلهم ومن العوالي,0
883,إني لأحدثك بالحديث اليوم ينفعك الله به بعد اليوم واعلم أن رسول الله صلى الله عليه وسلم قد أعمر طائفة من أهله في العشر فلم تنزل آية تنسخ ذلك ولم ينه عنه حتى مضى لوجهه ارتأى كل امرئ بعد ما شاء أن يرتئي,0
19646,الله، قال حججنا مع رسول الله صلى الله عليه وسلم فنحرنا البعير عن سبعة والبقرة عن سبعة,0
7584,هريرة، أن النبي صلى الله عليه وسلم قال ليأكل أحدكم بيمينه وليشرب بيمينه وليأخذ بيمينه وليعط بيمينه فإن الشيطان يأكل بشماله ويشرب بشماله ويعطي بشماله ويأخذ بشماله,0
13046, أم حرام بنت ملحان، قالت أتانا رسول الله صلى الله عليه وسلم وقال عندنا فاستيقظ وهو يضحك فقلت يا رسول الله بأبي وأمي ما أضحكك قال رأيت قوما من أمتي يركبون هذا البحر كالملوك على الأسرة قلت ادع الله أن يجعلني منهم قال فإنك منهم ثم نام ثم استيقظ وهو يضحك فسألته فقال يعني مثل مقالته قلت ادع الله أن يجعلني منهم قال أنت من الأولين فتزوجها عبادة بن الصامت فركب البحر وركبت معه فلما خرجت قدمت لها بغلة فركبتها فصرعتها فاندقت عنقها,0
1932,قال لي الوليد بن عبد الملك أبلغك أن عليا، كان فيمن قذف عائشة قلت لا‏.‏ ولكن قد أخبرني رجلان من قومك أبو سلمة بن عبد الرحمن وأبو بكر بن عبد الرحمن بن الحارث أن عائشة رضى الله عنها قالت لهما كان علي مسلما في شأنها‏.‏ فراجعوه فلم يرجع وقال مسلما بلا شك فيه وعليه كان في أصل العتيق كذلك,0
5687, قالت حججت في حجة النبي صلى الله عليه وسلم فرأيت بلالا يقود بخطام راحلته وأسامة بن زيد رافع عليه ثوبه يظله من الحر وهو محرم حتى رمى جمرة العقبة ثم خطب الناس فحمد الله وأثنى عليه وذكر قولا كثيرا,0
17817,رسول الله صلى الله عليه وسلم فقلت أخبرني بعمل أعمله يدخلني الله به الجنة أو قال قلت بأحب الأعمال إلى الله فسكت ثم سألته فسكت ثم سألته الثالثة فقال سألت عن ذلك رسول الله صلى الله عليه وسلم فقال عليك بكثرة السجود لله فإنك لا تسجد لله سجدة إلا رفعك الله بها درجة وحط عنك بها خطيئة قال معدان ثم لقيت أبا الدرداء فسألته فقال لي مثل ما قال لي ثوبان,0
12869,كنت عند النبي صلى الله عليه وسلم فقال لرجل عنده ‏ ‏ لا آكل وأنا متكئ ‏‏‏.‏,0
21670, الله، أن النبي صلى الله عليه وسلم كان يقرؤها فهل من مدكر يعني مثقلا قال أبو داود مضمومة الميم مفتوحة الدال مكسورة الكاف,0
8626,"أن امرأة سألت النبي صلى الله عليه وسلم عن الحيض كيف تغتسل منه قال ‏""‏ تأخذين فرصة ممسكة فتوضئين بها ‏""‏‏.‏ قالت كيف أتوضأ بها يا رسول الله قال النبي صلى الله عليه وسلم ‏""‏ توضئي ‏""‏‏.‏ قالت كيف أتوضأ بها يا رسول الله قال النبي صلى الله عليه وسلم ‏""‏ توضئين بها ‏""‏‏.‏ قالت عائشة فعرفت الذي يريد رسول الله صلى الله عليه وسلم فجذبتها إلى فعلمتها‏.‏",0
6798,أى اللباس كان أحب إلى رسول الله صلى الله عليه وسلم أو أعجب إلى رسول الله صلى الله عليه وسلم قال الحبرة,0
21195, قال علمت أن رسول الله صلى الله عليه وسلم كان يصوم فتحينت فطره بنبيذ صنعته له في دباء فجئته به فقال أدنه فأدنيته منه فإذا هو ينش فقال اضرب بهذا الحائط فإن هذا شراب من لا يؤمن بالله واليوم الآخر قال أبو عبد الرحمن وفي هذا دليل على تحريم السكر قليله وكثيره وليس كما يقول المخادعون لأنفسهم بتحريمهم آخر الشربة وتحليلهم ما تقدمها الذي يشرب في الفرق قبلها ولا خلاف بين أهل العلم أن السكر بكليته لا يحدث على الشربة الآخرة دون الأولى والثانية بعدها وبالله التوفيق,0
18991, عباس صليت إلى جنب النبي صلى الله عليه وسلم وعائشة خلفنا تصلي معنا وأنا إلى جنب النبي صلى الله عليه وسلم أصلي معه,0
1824, مسعود فقالت إني امرأة زعراء أيصلح أن أصل في شعري فقال لا قالت أشىء سمعته من رسول الله صلى الله عليه وسلم أو تجده في كتاب الله قال لا بل سمعته من رسول الله صلى الله عليه وسلم وأجده في كتاب الله وساق الحديث,0
7334,قال رسول الله صلى الله عليه وسلم إذا شك أحدكم في صلاته فليلغ الشك وليبن على اليقين فإذا استيقن التمام سجد سجدتين فإن كانت صلاته تامة كانت الركعة نافلة وإن كانت ناقصة كانت الركعة لتمام صلاته وكانت السجدتان رغم أنف الشيطان,0
25790,أن ناسا أو رجالا من عكل وعرينة قدموا على رسول الله صلى الله عليه وسلم وتكلموا بالإسلام وقالوا يا نبي الله إنا كنا أهل ضرع، ولم نكن أهل ريف، واستوخموا المدينة فأمر لهم رسول الله صلى الله عليه وسلم بذود وبراع وأمرهم، أن يخرجوا فيه فيشربوا من ألبانها وأبوالها، فانطلقوا حتى كانوا ناحية الحرة، كفروا بعد إسلامهم، وقتلوا راعي رسول الله صلى الله عليه وسلم واستاقوا الذود فبلغ النبي صلى الله عليه وسلم فبعث الطلب في آثارهم، وأمر بهم فسمروا أعينهم وقطعوا أيديهم وتركوا في ناحية الحرة حتى ماتوا على حالهم‏.‏,0
15642,عن رجل، يقال له السائب وهو عندنا أبو السائب قال دخلنا على أبي سعيد الخدري فبينما نحن جلوس إذ سمعنا تحت، سريره حركة فنظرنا فإذا حية وساق الحديث بقصته نحو حديث مالك عن صيفي وقال فيه فقال رسول الله صلى الله عليه وسلم إن لهذه البيوت عوامر فإذا رأيتم شيئا منها فحرجوا عليها ثلاثا فإن ذهب وإلا فاقتلوه فإنه كافر وقال لهم اذهبوا فادفنوا صاحبكم,0
24439,النبي صلى الله عليه وسلم قال ‏ ‏ خلق الله آدم وطوله ستون ذراعا، ثم قال اذهب فسلم على أولئك من الملائكة، فاستمع ما يحيونك، تحيتك وتحية ذريتك‏.‏ فقال السلام عليكم‏.‏ فقالوا السلام عليك ورحمة الله‏.‏ فزادوه ورحمة الله‏.‏ فكل من يدخل الجنة على صورة آدم، فلم يزل الخلق ينقص حتى الآن ‏‏‏.‏,0
15164,قال جاءت امرأة إلى رسول الله صلى الله عليه وسلم فقالت يا رسول الله ذهب الرجال بحديثك فاجعل لنا من نفسك يوما نأتيك فيه تعلمنا مما علمك الله قال اجتمعن يوم كذا وكذا فاجتمعن فأتاهن رسول الله صلى الله عليه وسلم فعلمهن مما علمه الله ثم قال ما منكن من امرأة تقدم بين يديها من ولدها ثلاثة إلا كانوا لها حجابا من النار فقالت امرأة واثنين واثنين واثنين فقال رسول الله صلى الله عليه وسلم واثنين واثنين واثنين,0
9152,أن من تمام إيمان العبد أن يستثنى فيه,1
11432,النبي صلى الله عليه وسلم قال ‏ ‏ ألحقوا الفرائض بأهلها، فما تركت الفرائض فلأولى رجل ذكر ‏‏‏.‏,0
26225,النبي صلى الله عليه وسلم ‏ ‏ مثل المسلمين واليهود والنصارى كمثل رجل استأجر قوما يعملون له عملا إلى الليل، فعملوا إلى نصف النهار، فقالوا لا حاجة لنا إلى أجرك، فاستأجر آخرين فقال أكملوا بقية يومكم، ولكم الذي شرطت، فعملوا حتى إذا كان حين صلاة العصر قالوا لك ما عملنا‏.‏ فاستأجر قوما فعملوا بقية يومهم حتى غابت الشمس، واستكملوا أجر الفريقين ‏‏‏.‏,0
3189,كان النبي صلى الله عليه وسلم يقول في مرضه الذي مات فيه يا عائشة ما أزال أجد ألم الطعام الذي أكلت بخيبر، فهذا أوان وجدت انقطاع أبهري من ذلك السم,0
12312, بن جبل، عن رسول الله صلى الله عليه وسلم أنه قال الغزو غزوان فأما من ابتغى وجه الله وأطاع الإمام وأنفق الكريمة وياسر الشريك واجتنب الفساد كان نومه ونبهه أجرا كله وأما من غزا رياء وسمعة وعصى الإمام وأفسد في الأرض فإنه لا يرجع بالكفاف,0
3095,رأيت في يد رسول الله صلى الله عليه وسلم الميسم وهو يسم إبل الصدقة,0
15679,قال رسول الله صلى الله عليه وسلم ‏ ‏ لا عدوى، ولا طيرة، إنما الشؤم في ثلاث في الفرس، والمرأة، والدار ‏‏‏.‏,0
3162,أن رسول الله صلى الله عليه وسلم قضى فيمن زنى ولم يحصن بنفى عام بإقامة الحد عليه‏.‏,0
24902,أن النبي صلى الله عليه وسلم كان إذا خرج أقرع بين نسائه، فطارت القرعة لعائشة وحفصة، وكان النبي صلى الله عليه وسلم إذا كان بالليل سار مع عائشة يتحدث، فقالت حفصة ألا تركبين الليلة بعيري وأركب بعيرك تنظرين وأنظر، فقالت بلى فركبت فجاء النبي صلى الله عليه وسلم إلى جمل عائشة وعليه حفصة فسلم عليها ثم سار حتى نزلوا وافتقدته عائشة، فلما نزلوا جعلت رجليها بين الإذخر وتقول يا رب سلط على عقربا أو حية تلدغني، ولا أستطيع أن أقول له شيئا‏.‏,0
12984, سمعت حديثا، من رجل فأعجبني فقلت اكتبه لي فأتى به مكتوبا مذبرا دخل العباس وعلي على عمر وعنده طلحة والزبير وعبد الرحمن وسعد وهما يختصمان فقال عمر لطلحة والزبير وعبد الرحمن وسعد ألم تعلموا أن رسول الله صلى الله عليه وسلم قال كل مال النبي صلى الله عليه وسلم صدقة إلا ما أطعمه أهله وكساهم إنا لا نورث قالوا بلى قال فكان رسول الله صلى الله عليه وسلم ينفق من ماله على أهله ويتصدق بفضله ثم توفي رسول الله صلى الله عليه وسلم فوليها أبو بكر سنتين فكان يصنع الذي كان يصنع رسول الله صلى الله عليه وسلم ثم ذكر شيئا من حديث مالك بن أوس,0
2491,"كنت أمشي مع النبي صلى الله عليه وسلم في حرة المدينة عشاء استقبلنا أحد فقال ‏""‏ يا أبا ذر ما أحب أن أحدا لي ذهبا يأتي على ليلة أو ثلاث عندي منه دينار، إلا أرصده لدين، إلا أن أقول به في عباد الله هكذا وهكذا وهكذا ‏""‏‏.‏ وأرانا بيده‏.‏ ثم قال ‏""‏ يا أبا ذر ‏""‏‏.‏ قلت لبيك وسعديك يا رسول الله‏.‏ قال ‏""‏ الأكثرون هم الأقلون إلا من قال هكذا وهكذا ‏""‏‏.‏ ثم قال لي ‏""‏ مكانك لا تبرح يا أبا ذر حتى أرجع ‏""‏‏.‏ فانطلق حتى غاب عني، فسمعت صوتا فخشيت أن يكون عرض لرسول الله صلى الله عليه وسلم فأردت أن أذهب، ثم ذكرت قول رسول الله صلى الله عليه وسلم ‏""‏ لا تبرح ‏""‏‏.‏ فمكثت قلت يا رسول الله سمعت صوتا خشيت أن يكون عرض لك، ثم ذكرت قولك فقمت‏.‏ فقال النبي صلى الله عليه وسلم ‏""‏ ذاك جبريل أتاني، فأخبرني أنه من مات من أمتي لا يشرك بالله شيئا دخل الجنة ‏""‏‏.‏ قلت يا رسول الله وإن زنى وإن سرق‏.‏ قال ‏""‏ وإن زنى وإن سرق ‏""‏‏.‏ قلت لزيد إنه بلغني أنه أبو الدرداء‏.‏ فقال أشهد لحدثنيه أبو ذر بالربذة‏.‏ قال الأعمش وحدثني أبو صالح عن أبي الدرداء نحوه‏.‏ وقال أبو شهاب عن الأعمش ‏""‏ يمكث عندي فوق ثلاث ‏""‏‏.‏",0
11330,قالت كنت أغتسل أنا ورسول الله، صلى الله عليه وسلم من إناء واحد,0
16572,أنه حج مع ابن مسعود رضى الله عنه فرآه يرمي الجمرة الكبرى بسبع حصيات، فجعل البيت عن يساره، ومنى عن يمينه، ثم قال هذا مقام الذي أنزلت عليه سورة البقرة‏.‏,0
3420, قال رسول الله صلى الله عليه وسلم يا أهل القرآن أوتروا فإن الله وتر يحب الوتر,0
4836,يقول إن كان المؤذن ليؤذن على عهد رسول الله صلى الله عليه وسلم فيرى أنها الإقامة من كثرة من يقوم فيصلي الركعتين قبل المغرب,0
13620,  أصحابي كالنجوم؛ بأيهم اقتديتم اهتديتم وفي لفظ: ((مثل أصحابي...,1
17317, سمعت رسول الله صلى الله عليه وسلم يقول بهذا الحديث قال وبينهما مشبهات لا يعلمها كثير من الناس فمن اتقى الشبهات استبرأ عرضه ودينه ومن وقع في الشبهات وقع في الحرام,0
21232,أنزلت في أربع آيات وساق الحديث بمعنى حديث زهير عن سماك وزاد في حديث شعبة قال فكانوا إذا أرادوا أن يطعموها شجروا فاها بعصا ثم أوجروها وفي حديثه أيضا فضرب به أنف سعد ففزره وكان أنف سعد مفزورا,0
24345, أن امرأة، من خثعم سألت النبي صلى الله عليه وسلم غداة جمع فقالت يا رسول الله فريضة الله في الحج على عباده أدركت أبي شيخا كبيرا لا يستمسك على الرحل أفأحج عنه قال نعم,0
22070, أن رسول الله صلى الله عليه وسلم نهى عن اختناث الأسقية,0
14274, إني لأجد نفسي تحدثني بالسيء فما يمنعني أن أتحدث به إلا مخافة أن أبتلي بمثله,1
1063,النبي صلى الله عليه وسلم‏.‏ ‏ ‏ إذا استأذنت امرأة أحدكم فلا يمنعها ‏‏‏.‏,0
11969,عائشة، قالت أهدى رسول الله صلى الله عليه وسلم مرة إلى البيت غنما فقلدها,0
4204,أن امرأة، من بني مخزوم سرقت فأتي بها النبي صلى الله عليه وسلم فعاذت بأم سلمة زوج النبي صلى الله عليه وسلم فقال النبي صلى الله عليه وسلم والله لو كانت فاطمة لقطعت يدها فقطعت,0
16460,عليكم بالمرازمة قيل وما المرازمة قال أكل الخبز مع العنب فإن خير الفاكهة العنب وخير الطعام الجبن,1
24534,سمعت رسول الله صلى الله عليه وسلم يقول لا تغلبنكم الأعراب على اسم صلاتكم ألا إنها العشاء وهم يعتمون بالإبل,0
21653,كنت ردف النبي صلى الله عليه وسلم ليس بيني وبينه إلا مؤخرة الرحل فقال يا معاذ بن جبل قلت لبيك رسول الله وسعديك ثم سار ساعة ثم قال يا معاذ بن جبل قلت لبيك رسول الله وسعديك ثم سار ساعة ثم قال يا معاذ بن جبل قلت لبيك رسول الله وسعديك قال هل تدري ما حق الله على العباد قال قلت الله ورسوله أعلم قال فإن حق الله على العباد أن يعبدوه ولا يشركوا به شيئا ثم سار ساعة ثم قال يا معاذ بن جبل قلت لبيك رسول الله وسعديك قال هل تدري ما حق العباد على الله إذا فعلوا ذلك قال قلت الله ورسوله أعلم قال أن لا يعذبهم,0
7169,عروة، أن عائشة، أخبرته أنه، جاء أفلح أخو أبي القعيس يستأذن عليها بعد ما نزل الحجاب وكان أبو القعيس أبا عائشة من الرضاعة قالت عائشة فقلت والله لا آذن لأفلح حتى أستأذن رسول الله صلى الله عليه وسلم فإن أبا القعيس ليس هو أرضعني ولكن أرضعتني امرأته قالت عائشة فلما دخل رسول الله صلى الله عليه وسلم قلت يا رسول الله إن أفلح أخا أبي القعيس جاءني يستأذن على فكرهت أن آذن له حتى أستأذنك قالت فقال النبي صلى الله عليه وسلم ائذني له قال عروة فبذلك كانت عائشة تقول حرموا من الرضاعة ما تحرمون من النسب,0
19748,عن النبي صلى الله عليه وسلم بنحوه قال أبو عيسى حديث داود عن الشعبي، أصح من حديث مجالد وقد ضعف مجالدا بعض أهل العلم وهو كثير الغلط,0
254, قال كنا عند النبي صلى الله عليه وسلم فذكر فتنة فعظم أمرها فقلنا أو قالوا يا رسول الله لئن أدركتنا هذه لتهلكنا فقال رسول الله صلى الله عليه وسلم كلا إن بحسبكم القتل قال سعيد فرأيت إخواني قتلوا,0
5606, قال كنا نسافر ما شاء الله فأتينا رسول الله صلى الله عليه وسلم وهو يطعم فقال هلم فاطعم فقلت إني صائم فقال رسول الله صلى الله عليه وسلم أحدثكم عن الصيام إن الله وضع عن المسافر الصوم وشطر الصلاة,0
8590,قال وقت لنا رسول الله صلى الله عليه وسلم في قص الشارب وتقليم الأظفار وحلق العانة ونتف الإبط أن لا نترك أكثر من أربعين يوما قال هذا أصح من حديث الأول وصدقة بن موسى ليس عندهم بالحافظ,0
3714, هريرة، أن رسول الله صلى الله عليه وسلم قال لو يعلم الناس ما في النداء والصف الأول ثم لم يجدوا إلا أن يستهموا عليه لاستهموا عليه ولو يعلمون ما في التهجير لاستبقوا إليه ولو علموا ما في العتمة والصبح لأتوهما ولو حبوا,0
3370, قال لي رسول الله صلى الله عليه وسلم ألا أعلمك كلمات تقولينهن عند الكرب أو في الكرب الله الله ربي لا أشرك به شيئا قال أبو داود هذا هلال مولى عمر بن عبد العزيز وابن جعفر هو عبد الله بن جعفر,0
