,Matan,Degree
26138,سمعت رسول الله صلى الله عليه وسلم يقول قدر الله المقادير قبل أن يخلق السموات والأرض بخمسين ألف سنة,0
12912,طلقها البتة وهو غائب فأرسل إليها وكيله بشعير فسخطته فقال والله ما لك علينا من شىء فجاءت رسول الله صلى الله عليه وسلم فذكرت ذلك له فقال ليس لك عليه نفقة فأمرها أن تعتد في بيت أم شريك ثم قال تلك امرأة يغشاها أصحابي اعتدي عند ابن أم مكتوم فإنه رجل أعمى تضعين ثيابك فإذا حللت فآذنيني قالت فلما حللت ذكرت له أن معاوية بن أبي سفيان وأبا جهم خطباني فقال رسول الله صلى الله عليه وسلم أما أبو جهم فلا يضع عصاه عن عاتقه وأما معاوية فصعلوك لا مال له انكحي أسامة بن زيد فكرهته ثم قال انكحي أسامة فنكحته فجعل الله فيه خيرا واغتبطت به,0
15997,أن رسول الله صلى الله عليه وسلم قام خطيبا فكان فيما قال ألا لا يمنعن رجلا هيبة الناس أن يقول بحق إذا علمه قال فبكى أبو سعيد وقال قد والله رأينا أشياء فهبنا,0
9924,عن النبي صلى الله عليه وسلم ولم يذكر قول أنس فأنا أحب وما بعده,0
2334, هريرة، أن رسول الله صلى الله عليه وسلم قال عليك بالطاعة في منشطك ومكرهك وعسرك ويسرك وأثرة عليك,0
3972,قال رسول الله صلى الله عليه وسلم لا تنذروا فإن النذر لا يغني من القدر شيئا وإنما يستخرج به من البخيل,0
22193,لما نزل برسول الله صلى الله عليه وسلم طفق يطرح خميصة على وجهه، فإذا اغتم كشفها عن وجهه، فقال وهو كذلك ‏ ‏ لعنة الله على اليهود والنصارى، اتخذوا قبور أنبيائهم مساجد ‏‏‏.‏ يحذر ما صنعوا‏.‏,0
4039,قال رسول الله صلى الله عليه وسلم يعقد الشيطان على قافية رأس أحدكم بالليل بحبل فيه ثلاث عقد فإن استيقظ فذكر الله انحلت عقدة فإذا قام فتوضأ انحلت عقدة فإذا قام إلى الصلاة انحلت عقده كلها فيصبح نشيطا طيب النفس قد أصاب خيرا وإن لم يفعل أصبح كسلا خبيث النفس لم يصب خيرا,0
22827,أن رسول الله صلى الله عليه وسلم مر برجل بمكة وهو قائم في الشمس فقال ما هذا قالوا نذر أن يصوم ولا يستظل إلى الليل ولا يتكلم ولا يزال قائما قال ليتكلم وليستظل وليجلس وليتم صيامه,0
5647,قال اتخذ رسول الله صلى الله عليه وسلم خاتما من ورق ثم نقش فيه محمد رسول الله فقال لا ينقش أحد على نقش خاتمي هذا,0
8826,عن النبي صلى الله عليه وسلم كلهم قالوا نهاني عن قراءة القرآن وأنا راكع ولم يذكروا في روايتهم النهى عنها في السجود كما ذكر الزهري وزيد بن أسلم والوليد بن كثير وداود بن قيس,0
24835,"كنا مع رسول الله صلى الله عليه وسلم في سفر فقال لرجل ‏""‏ انزل فاجدح لي ‏""‏‏.‏ قال يا رسول الله الشمس‏.‏ قال ‏""‏ انزل فاجدح لي ‏""‏‏.‏ قال يا رسول الله الشمس‏.‏ قال ‏""‏ انزل فاجدح لي ‏""‏‏.‏ فنزل، فجدح له، فشرب، ثم رمى بيده ها هنا، ثم قال ‏""‏ إذا رأيتم الليل أقبل من ها هنا فقد أفطر الصائم ‏""‏‏.‏ تابعه جرير وأبو بكر بن عياش عن الشيباني عن ابن أبي أوفى قال كنت مع النبي صلى الله عليه وسلم في سفر‏.‏",0
1754,قال رسول الله صلى الله عليه وسلم يوم بدر من ينظر ما صنع أبو جهل فانطلق ابن مسعود، فوجده قد ضربه ابنا عفراء حتى برد، فقال آنت أبا جهل قال ابن علية قال سليمان هكذا قالها أنس‏.‏ قال أنت أبا جهل قال وهل فوق رجل قتلتموه قال سليمان أو قال قتله قومه‏.‏ قال وقال أبو مجلز قال أبو جهل فلو غير أكار قتلني‏.‏,0
7544,سمعت النبي صلى الله عليه وسلم يقول إن لكل أمة فتنة وفتنة أمتي المال,0
20440,الله، قال جاء سليك الغطفاني يوم الجمعة ورسول الله صلى الله عليه وسلم يخطب فجلس فقال له يا سليك قم فاركع ركعتين وتجوز فيهما ثم قال إذا جاء أحدكم يوم الجمعة والإمام يخطب فليركع ركعتين وليتجوز فيهما,0
10999, قال رسول الله صلى الله عليه وسلم لا تقولوا للمنافق سيد فإنه إن يك سيدا فقد أسخطتم ربكم عز وجل,0
16110,سليمان، جميعا عن هشام، بهذا الإسناد مثله,0
5362,قال صلى بنا علقمة الظهر خمسا فلما سلم قال القوم يا أبا شبل قد صليت خمسا قال كلا ما فعلت قالوا بلى قال وكنت في ناحية القوم وأنا غلام فقلت بلى قد صليت خمسا قال لي وأنت أيضا يا أعور تقول ذاك قال قلت نعم قال فانفتل فسجد سجدتين ثم سلم ثم قال قال عبد الله صلى بنا رسول الله صلى الله عليه وسلم خمسا فلما انفتل توشوش القوم بينهم فقال ما شأنكم قالوا يا رسول الله هل زيد في الصلاة قال لا قالوا فإنك قد صليت خمسا فانفتل ثم سجد سجدتين ثم سلم ثم قال إنما أنا بشر مثلكم أنسى كما تنسون وزاد ابن نمير في حديثه فإذا نسي أحدكم فليسجد سجدتين,0
15146,يا رسول الله إذا حضرت جنازة مجلس عالم أيهما أحب إليك أن أشهد فقال للجنازة من يتبعها ويدفنها وإن حضور مجلس عالم خير من حضور ألف جنازة تشيعها ومن حضور ألف مريض تعوده ومن قيام ألف ليلة للصلاة ومن ألف يوم تصومها ومن ألف درهم تتصدق بها ومن ألف حجة سوى الفرض ومن ألف غزوة سوى الواجب وأين تقع هذه المشاهد من مشهد عالم أما علمت أن الله تعالى يطاع بالعلم ويعبد بالعلم وخير الدنيا والآخرة من العلم وشر الدنيا والآخرة من الجهل فقال رجل قرأت القرآن فقال ويحك وما قراءة القرآن بغير علم وما الحج بغير علم أما علمت أن السنة تقضي على القرآن وأن القرآن لا يقضي على السنة,1
18201,لما حضرت أبا طالب الوفاة جاءه رسول الله صلى الله عليه وسلم فقال ‏ ‏ قل لا إله إلا الله كلمة‏.‏ أحاج لك بها عند الله ‏‏‏.‏,0
24461,الزهري وكان الفطر آخر الأمرين وإنما يؤخذ من أمر رسول الله صلى الله عليه وسلم بالآخر فالآخر قال الزهري فصبح رسول الله صلى الله عليه وسلم مكة لثلاث عشرة ليلة خلت من رمضان,0
911,سلام فقالوا هذا رجل من أهل الجنة فقمت فقلت له إنهم قالوا كذا وكذا قال سبحان الله ما كان ينبغي لهم أن يقولوا ما ليس لهم به علم إنما رأيت كأن عمودا وضع في روضة خضراء فنصب فيها وفي رأسها عروة وفي أسفلها منصف والمنصف الوصيف فقيل لي ارقه فرقيت حتى أخذت بالعروة فقصصتها على رسول الله صلى الله عليه وسلم فقال رسول الله صلى الله عليه وسلم يموت عبد الله وهو آخذ بالعروة الوثقى,0
26044,إن رسول الله صلى الله عليه وسلم قال لا عدوى ولا طيرة ولا صفر ولا هامة فقال أعرابي يا رسول الله بمثل حديث يونس,0
20956,عائشة، أنها قالت جاءتني مسكينة تحمل ابنتين لها فأطعمتها ثلاث تمرات فأعطت كل واحدة منهما تمرة ورفعت إلى فيها تمرة لتأكلها فاستطعمتها ابنتاها فشقت التمرة التي كانت تريد أن تأكلها بينهما فأعجبني شأنها فذكرت الذي صنعت لرسول الله صلى الله عليه وسلم فقال إن الله قد أوجب لها بها الجنة أو أعتقها بها من النار,0
25850, قال يعني بالعرق زنبيلا يأخذ خمسة عشر صاعا,0
1557,قال النبي صلى الله عليه وسلم أنا أول شفيع في الجنة لم يصدق نبي من الأنبياء ما صدقت وإن من الأنبياء نبيا ما يصدقه من أمته إلا رجل واحد,0
12529,توفي النبي صلى الله عليه وسلم ودرعه مرهونة عند يهودي بثلاثين‏.‏ ‏{‏يعني صاعا من شعير‏}‏,0
19170,"ما زلت أحب بني تميم منذ ثلاث سمعت من رسول الله صلى الله عليه وسلم يقول فيهم، سمعته يقول ‏""‏ هم أشد أمتي على الدجال ‏""‏‏.‏ قال وجاءت صدقاتهم، فقال رسول الله صلى الله عليه وسلم ‏""‏ هذه صدقات قومنا ‏""‏‏.‏ وكانت سبية منهم عند عائشة‏.‏ فقال ‏""‏ أعتقيها فإنها من ولد إسماعيل ‏""‏‏.‏",0
13388,قال كان رسول الله صلى الله عليه وسلم يؤخر صلاة العشاء الآخرة,0
7943,وقاص في المسجد فتصلي عليه فأنكر الناس ذلك عليها فقالت ما أسرع ما نسي الناس ما صلى رسول الله صلى الله عليه وسلم على سهيل ابن البيضاء إلا في المسجد,0
23538, قال من رفع السلاح ثم وضعه فدمه هدر,0
12298, عن النبي صلى الله عليه وسلم قال ليس للولي مع الثيب أمر واليتيمة تستأمر فصمتها إقرارها,0
6865, أخبرني أبي أنه، سمع رسول الله صلى الله عليه وسلم وذكر عنده رجل يصوم الدهر قال لا صام ولا أفطر,0
11016,كان رجل يصلي فوق بيته وكان إذا قرأ أليس ذلك بقادر على أن يحيي الموتى قال سبحانك فبلى فسألوه عن ذلك فقال سمعته من رسول الله صلى الله عليه وسلم قال أبو داود قال أحمد يعجبني في الفريضة أن يدعو بما في القرآن,0
8724, قال كنا مع النبي صلى الله عليه وسلم إذ مرت بنا جنازة فقام لها فلما ذهبنا لنحمل إذا هي جنازة يهودي فقلنا يا رسول الله إنما هي جنازة يهودي فقال إن الموت فزع فإذا رأيتم جنازة فقوموا,0
16670,قال رسول الله صلى الله عليه وسلم ‏ ‏ ليس فيما دون خمس ذود صدقة من الإبل، وليس فيما دون خمس أواق صدقة، وليس فيما دون خمسة أوسق صدقة ‏‏‏.‏,0
21462, هريرة، أن رسول الله صلى الله عليه وسلم قال إذا سافرتم في الخصب فأعطوا الإبل حقها وإذا سافرتم في الجدب فأسرعوا السير فإذا أردتم التعريس فتنكبوا عن الطريق,0
1386, أبي سلمة، أنها أخبرته بهذه الأحاديث الثلاثة، قالت زينب دخلت على أم حبيبة زوج النبي صلى الله عليه وسلم حين توفي أبوها أبو سفيان بن حرب فدعت أم حبيبة بطيب فدهنت منه جارية ثم مست بعارضيها ثم قالت والله ما لي بالطيب من حاجة غير أني سمعت رسول الله صلى الله عليه وسلم قال لا يحل لامرأة تؤمن بالله واليوم الآخر تحد على ميت فوق ثلاث ليال إلا على زوج أربعة أشهر وعشرا,0
19423,أبي طالب قال فصلى لنا قبل الخطبة ثم خطب الناس فقال إن رسول الله صلى الله عليه وسلم قد نهاكم أن تأكلوا لحوم نسككم فوق ثلاث ليال فلا تأكلوا,0
12991,رآني رسول الله صلى الله عليه وسلم وعلى بشاشة العرس فقلت تزوجت امرأة من الأنصار فقال كم أصدقتها فقلت نواة وفي حديث إسحاق من ذهب,0
26106, أن رسول الله صلى الله عليه وسلم كان إذا أدخل رجله في الغرز واستوت به راحلته أهل من عند مسجد ذي الحليفة,0
24485,قال رسول الله صلى الله عليه وسلم ويل للأعقاب من النار,0
23934, من سرح رأسه ولحيته بالمشط في كل ليلة عوفي من أنواع البلاء,1
18785,  يروى عن معاذ رضي الله عنه، قال: قلنا لرسول الله صلى الله عليه وسلم: نمس القرآن على غير وضوء؟ قال: نعم، إلا أن تكون على جنابة، قلنا: يا رسول الله، فقوله: {في كتاب مكنون * لا يمسه إلا المطهرون} [الواقعة: ]، قال: يعني: مكنون من الشرك، ومن الشيطان، {لا يمسه إلا المطهرون}، يعني: لا يمس ثوابه إلا المؤمنون.,1
18941,دخلت على عبد الله فقال إن من العلم أن تقول لما لا تعلم الله أعلم، إن الله قال لنبيه صلى الله عليه وسلم ‏{‏قل ما أسألكم عليه من أجر وما أنا من المتكلفين‏}‏ إن قريشا لما غلبوا النبي صلى الله عليه وسلم واستعصوا عليه قال اللهم أعني عليهم بسبع كسبع يوسف فأخذتهم سنة أكلوا فيها العظام والميتة من الجهد حتى جعل أحدهم يرى ما بينه وبين السماء كهيئة الدخان من الجوع قالوا ￼ ربنا اكشف عنا العذاب إنا مؤمنون ￼ فقيل له إن كشفنا عنهم عادوا فدعا ربه فكشف عنهم فعادوا فانتقم الله منهم يوم بدر فذلك قوله تعالى ￼ فارتقب يوم تأتي السماء بدخان مبين إلى قوله جل ذكره إنا منتقمون.,0
14879,الأسلمي، سأل رسول الله صلى الله عليه وسلم عن الصوم في السفر وكان يسرد الصوم فقال رسول الله صلى الله عليه وسلم إن شئت فصم وإن شئت فأفطر,0
8956,قال رسول الله صلى الله عليه وسلم صلاة الجماعة تعدل خمسا وعشرين من صلاة الفذ,0
16944,عن النبي صلى الله عليه وسلم قال مثل المؤمن الذي يقرأ القرآن كالأترجة، طعمها طيب وريحها طيب، والذي لا يقرأ كالتمرة، طعمها طيب ولا ريح لها، ومثل الفاجر الذي يقرأ القرآن كمثل الريحانة، ريحها طيب وطعمها مر، ومثل الفاجر الذي لا يقرأ القرآن كمثل الحنظلة، طعمها مر ولا ريح لها,0
2724, قال جاءت امرأة إلى رسول الله صلى الله عليه وسلم بابن لها يشتكي فقالت يا رسول الله أخاف عليه وقد قدمت ثلاثة فقال رسول الله صلى الله عليه وسلم لقد احتظرت بحظار شديد من النار,0
11114,أن رسول الله صلى الله عليه وسلم قال ‏ ‏ خمس من الدواب كلهن فاسق، يقتلهن في الحرم الغراب والحدأة والعقرب والفأرة والكلب العقور ‏‏‏.‏,0
14143,قال رسول الله صلى الله عليه وسلم أما أهل النار الذين هم أهلها فإنهم لا يموتون فيها ولا يحيون ولكن ناس أصابتهم النار بذنوبهم أو بخطاياهم فأماتتهم إماتة حتى إذا كانوا فحما أذن لهم في الشفاعة فجيء بهم ضبائر ضبائر فبثوا على أنهار الجنة فقيل يا أهل الجنة أفيضوا عليهم فينبتون نبات الحبة تكون في حميل السيل قال فقال رجل من القوم كأن رسول الله صلى الله عليه وسلم قد كان في البادية,0
4423,قال رسول الله صلى الله عليه وسلم حوسب رجل ممن كان قبلكم فلم يوجد له من الخير شىء إلا أنه كان يخالط الناس وكان موسرا فكان يأمر غلمانه أن يتجاوزوا عن المعسر قال قال الله عز وجل نحن أحق بذلك منه تجاوزوا عنه,0
10279,  إذا أحب الله عبدا ألصق به البلاء فإن الله عز وجل يريد أن يصافيه.,1
16451, جثامة، أن النبي صلى الله عليه وسلم أقبل حتى إذا كان بودان رأى حمار وحش فرده عليه وقال إنا حرم لا نأكل الصيد,0
11371,حدثني عمران، قال قال نبي الله صلى الله عليه وسلم يدخل الجنة من أمتي سبعون ألفا بغير حساب قالوا ومن هم يا رسول الله قال هم الذين لا يكتوون ولا يسترقون وعلى ربهم يتوكلون فقام عكاشة فقال ادع الله أن يجعلني منهم قال أنت منهم قال فقام رجل فقال يا نبي الله ادع الله أن يجعلني منهم قال سبقك بها عكاشة,0
9568,قلت يا رسول الله، ذبحنا بهيمة لنا، وطحنت صاعا من شعير، فتعال أنت ونفر، فصاح النبي صلى الله عليه وسلم فقال يا أهل الخندق، إن جابرا قد صنع سؤرا، فحى هلا بكم,0
15597,النبي صلى الله عليه وسلم أنه صلى صلاة فقال ‏ ‏ إن الشيطان عرض لي، فشد على يقطع الصلاة على، فأمكنني الله منه ‏‏‏.‏ فذكره‏.‏,0
10084,النبي صلى الله عليه وسلم قالت لما ثقل رسول الله صلى الله عليه وسلم واشتد به وجعه استأذن أزواجه أن يمرض في بيتي فأذن له فخرج بين رجلين تخط رجلاه في الأرض بين عباس بن عبد المطلب وبين رجل آخر قال عبيد الله فأخبرت عبد الله بالذي قالت عائشة فقال لي عبد الله بن عباس هل تدري من الرجل الآخر الذي لم تسم عائشة قال قلت لا قال ابن عباس هو علي,0
3236, حوالة الأزدي فقال لي بعثنا رسول الله صلى الله عليه وسلم لنغنم على أقدامنا فرجعنا فلم نغنم شيئا وعرف الجهد في وجوهنا فقام فينا فقال اللهم لا تكلهم إلى فأضعف عنهم، ولا تكلهم إلى أنفسهم فيعجزوا عنها، ولا تكلهم إلى الناس فيستأثروا عليهم ثم وضع يده على رأسي أو قال على هامتي ثم قال يا ابن حوالة إذا رأيت الخلافة قد نزلت أرض المقدسة فقد دنت الزلازل والبلابل والأمور العظام، والساعة يومئذ أقرب من الناس من يدي هذه من رأسك قال أبو داود عبد الله بن حوالة حمصي,0
563,الخطاب فجئته حين تعالى النهار قال فوجدته في بيته جالسا على سرير مفضيا إلى رماله متكئا على وسادة من أدم فقال لي يا مال إنه قد دف أهل أبيات من قومك وقد أمرت فيهم برضخ فخذه فاقسمه بينهم قال قلت لو أمرت بهذا غيري قال خذه يا مال قال فجاء يرفا فقال هل لك يا أمير المؤمنين في عثمان وعبد الرحمن بن عوف والزبير وسعد فقال عمر نعم فأذن لهم فدخلوا ثم جاء فقال هل لك في عباس وعلي قال نعم فأذن لهما فقال عباس يا أمير المؤمنين اقض بيني وبين هذا الكاذب الآثم الغادر الخائن فقال القوم أجل يا أمير المؤمنين فاقض بينهم وأرحهم فقال مالك بن أوس يخيل إلى أنهم قد كانوا قدموهم لذلك فقال عمر اتئدا أنشدكم بالله الذي بإذنه تقوم السماء والأرض أتعلمون أن رسول الله صلى الله عليه وسلم قال لا نورث ما تركنا صدقة قالوا نعم ثم أقبل على العباس وعلي فقال أنشدكما بالله الذي بإذنه تقوم السماء والأرض أتعلمان أن رسول الله صلى الله عليه وسلم قال لا نورث ما تركناه صدقة قالا نعم فقال عمر إن الله جل وعز كان خص رسوله صلى الله عليه وسلم بخاصة لم يخصص بها أحدا غيره قال ما أفاء الله على رسوله من أهل القرى فلله وللرسول‏}‏ ما أدري هل قرأ الآية التي قبلها أم لا قال فقسم رسول الله صلى الله عليه وسلم بينكم أموال بني النضير فوالله ما استأثر عليكم ولا أخذها دونكم حتى بقي هذا المال فكان رسول الله صلى الله عليه وسلم يأخذ منه نفقة سنة ثم يجعل ما بقي أسوة المال ثم قال أنشدكم بالله الذي بإذنه تقوم السماء والأرض أتعلمون ذلك قالوا نعم ثم نشد عباسا وعليا بمثل ما نشد به القوم أتعلمان ذلك قالا نعم قال فلما توفي رسول الله صلى الله عليه وسلم قال أبو بكر أنا ولي رسول الله صلى الله عليه وسلم فجئتما تطلب ميراثك من ابن أخيك ويطلب هذا ميراث امرأته من أبيها فقال أبو بكر قال رسول الله صلى الله عليه وسلم ما نورث ما تركنا صدقة فرأيتماه كاذبا آثما غادرا خائنا والله يعلم إنه لصادق بار راشد تابع للحق ثم توفي أبو بكر وأنا ولي رسول الله صلى الله عليه وسلم وولي أبي بكر فرأيتماني كاذبا آثما غادرا خائنا والله يعلم إني لصادق بار راشد تابع للحق فوليتها ثم جئتني أنت وهذا وأنتما جميع وأمركما واحد فقلتما ادفعها إلينا فقلت إن شئتم دفعتها إليكما على أن عليكما عهد الله أن تعملا فيها بالذي كان يعمل رسول الله صلى الله عليه وسلم فأخذتماها بذلك قال أكذلك قالا نعم قال ثم جئتماني لأقضي بينكما ولا والله لا أقضي بينكما بغير ذلك حتى تقوم الساعة فإن عجزتما عنها فرداها إلى,0
23955, قال النبي صلى الله عليه وسلم إذا أنفقت المرأة من بيت زوجها غير مفسدة كان لها أجر ما أنفقت ولزوجها أجر ما اكتسب ولخازنه مثل ذلك لا ينقص بعضهم أجر بعض,0
8676, عن النبي صلى الله عليه وسلم بمثل حديث الزهري عن ابن المسيب,0
24137, أبو أمامة، أن رجلا، أتى النبي صلى الله عليه وسلم فقال يا رسول الله إني أصبت حدا فأقمه على قال توضأت حين أقبلت قال نعم قال هل صليت معنا حين صلينا قال نعم قال اذهب فإن الله تعالى قد عفا عنك,0
14561,قال رسول الله صلى الله عليه وسلم للعباس يا عم ألا أحبوك ألا أنفعك ألا أصلك قال بلى يا رسول الله قال تصلي أربع ركعات تقرأ في كل ركعة بفاتحة الكتاب وسورة فإذا انقضت القراءة فقل سبحان الله والحمد لله ولا إله إلا الله والله أكبر خمس عشرة مرة قبل أن تركع ثم اركع فقلها عشرا ثم ارفع رأسك فقلها عشرا ثم اسجد فقلها عشرا ثم ارفع رأسك فقلها عشرا ثم اسجد فقلها عشرا ثم ارفع رأسك فقلها عشرا قبل أن تقوم فتلك خمس وسبعون في كل ركعة وهي ثلاثمائة في أربع ركعات فلو كانت ذنوبك مثل رمل عالج غفرها الله لك قال يا رسول الله ومن لم يستطع يقولها في يوم قال قلها في جمعة فإن لم تستطع فقلها في شهر حتى قال فقلها في سنة,0
16396,"النبي صلى الله عليه وسلم قال ‏""‏ حرم الله مكة، فلم تحل لأحد قبلي ولا لأحد بعدي، أحلت لي ساعة من نهار، لا يختلى خلاها، ولا يعضد شجرها، ولا ينفر صيدها، ولا تلتقط لقطتها إلا لمعرف ‏""‏‏.‏ فقال العباس  رضى الله عنه  إلا الإذخر لصاغتنا وقبورنا‏.‏ فقال ‏""‏ إلا الإذخر ‏""‏‏.‏ وقال أبو هريرة  رضى الله عنه  عن النبي صلى الله عليه وسلم ‏""‏ لقبورنا وبيوتنا ‏""‏‏.‏",0
14666, هريرة، يرفعه إلى النبي صلى الله عليه وسلم قال ليس على المسلم في عبده ولا في فرسه صدقة,0
3985, أنس، أن رسول الله صلى الله عليه وسلم نهى عن الشرب قائما,0
7572,"أحدهما عن النبي صلى الله عليه وسلم والآخر عن نفسه، قال ‏""‏ إن المؤمن يرى ذنوبه كأنه قاعد تحت جبل يخاف أن يقع عليه، وإن الفاجر يرى ذنوبه كذباب مر على أنفه ‏""‏‏.‏ فقال به هكذا قال أبو شهاب بيده فوق أنفه‏.‏ ثم قال ‏""‏ لله أفرح بتوبة عبده من رجل نزل منزلا، وبه مهلكة، ومعه راحلته عليها طعامه وشرابه، فوضع رأسه فنام نومة، فاستيقظ وقد ذهبت راحلته، حتى اشتد عليه الحر والعطش أو ما شاء الله، قال أرجع إلى مكاني‏.‏ فرجع فنام نومة، ثم رفع رأسه، فإذا راحلته عنده ‏""‏‏.",0
3570,في قص الشارب وحلق العانة ونتف الإبط وتقليم الأظفار أن لا نترك أكثر من أربعين ليلة,0
16720, الخزاعي، وكانت أمه تحت عمر فولدت له عبيد الله بن عمر قال صليت خلف رسول الله صلى الله عليه وسلم بمنى والناس أكثر ما كانوا فصلى بنا ركعتين في حجة الوداع قال أبو داود حارثة من خزاعة ودارهم بمكة,0
26527, عن النبي صلى الله عليه وسلم قال العمرى جائزة,0
5140,قال رسول الله صلى الله عليه وسلم نحن أحق بالشك من إبراهيم إذ قال ‏{رب أرني كيف تحيي الموتى قال أو لم تؤمن قال بلى ولكن ليطمئن قلبي}‏ ويرحم الله لوطا لقد كان يأوي إلى ركن شديد ولو لبثت في السجن طول ما لبث يوسف لأجبت الداعي,0
2580,قال النبي صلى الله عليه وسلم في مرضه الذي لم يقم منه لعن الله اليهود، اتخذوا قبور أنبيائهم مساجد قالت عائشة لولا ذلك لأبرز قبره‏.‏ خشي أن يتخذ مسجدا‏.‏,0
11565, أم عطية، قالت وجعلنا رأسها ثلاثة قرون,0
2690,وجد عمر حلة إستبرق تباع في السوق فأتى بها رسول الله صلى الله عليه وسلم فقال يا رسول الله، ابتع هذه الحلة فتجمل بها للعيد وللوفود‏.‏ فقال رسول الله صلى الله عليه وسلم إنما هذه لباس من لا خلاق له، أو إنما يلبس هذه من لا خلاق له فلبث ما شاء الله ثم أرسل إليه النبي صلى الله عليه وسلم بجبة ديباج، فأقبل بها عمر حتى أتى بها رسول الله صلى الله عليه وسلم فقال يا رسول الله، قلت إنما هذه لباس من لا خلاق له أو إنما يلبس هذه من لا خلاق له ثم أرسلت إلى بهذه فقال تبيعها، أو تصيب بها بعض حاجتك,0
15088,أما الذي نهى عنه النبي صلى الله عليه وسلم فهو الطعام أن يباع حتى يقبض‏.‏ قال ابن عباس ولا أحسب كل شىء إلا مثله‏.‏,0
3149,رسول الله صلى الله عليه وسلم أن أقرأ راكعا أو ساجدا,0
26438,قال بينما الناس في صلاة الغداة إذ جاءهم رجل بمثل حديث مالك,0
11429,الخطاب فلما أردنا أن نفيض، من المزدلفة قال إن المشركين كانوا يقولون أشرق ثبير كيما نغير وكانوا لا يفيضون حتى تطلع الشمس فخالفهم رسول الله صلى الله عليه وسلم فأفاض قبل طلوع الشمس,0
23123,النبي صلى الله عليه وسلم قال ‏ ‏ ولو كنت متخذا من أمتي خليلا لاتخذت، أبا بكر ولكن أخي وصاحبي ‏‏‏.‏,0
12864, قال خرج النبي صلى الله عليه وسلم من المدينة إلى مكة حتى بلغ عسفان ثم دعا بإناء فرفعه إلى فيه ليريه الناس وذلك في رمضان فكان ابن عباس يقول قد صام النبي صلى الله عليه وسلم وأفطر فمن شاء صام ومن شاء أفطر,0
6177, قال دخل رسول الله صلى الله عليه وسلم البيت ومعه الفضل بن عباس وأسامة بن زيد وعثمان بن طلحة وبلال فأجافوا عليهم الباب فمكث فيه ما شاء الله ثم خرج قال ابن عمر كان أول من لقيت بلالا قلت أين صلى النبي صلى الله عليه وسلم قال ما بين الأسطوانتين,0
24490,أن النبي صلى الله عليه وسلم قال الشمس والقمر لا يخسفان لموت أحد ولا لحياته فإذا رأيتم ذلك فادعوا الله عز وجل وكبروا وتصدقوا,0
20409,عائشة، أنها قالت كان رسول الله صلى الله عليه وسلم كلما كان ليلتها من رسول الله صلى الله عليه وسلم يخرج من آخر الليل إلى البقيع فيقول السلام عليكم دار قوم مؤمنين وأتاكم ما توعدون غدا مؤجلون وإنا إن شاء الله بكم لاحقون اللهم اغفر لأهل بقيع الغرقد ولم يقم قتيبة قوله وأتاكم,0
21155,قال النبي صلى الله عليه وسلم ‏ ‏ كل  يعني  ما أنهر الدم إلا السن والظفر ‏‏‏.‏,0
18413,أن رسول الله صلى الله عليه وسلم انصرف من اثنتين فقال له ذو اليدين أقصرت الصلاة أم نسيت يا رسول الله فقال رسول الله صلى الله عليه وسلم ‏ ‏ أصدق ذو اليدين ‏‏‏.‏ فقال الناس نعم‏.‏ فقام رسول الله صلى الله عليه وسلم فصلى اثنتين أخريين ثم سلم ثم كبر فسجد مثل سجوده أو أطول ثم رفع‏.‏,0
9445,ذكرنا عند إبراهيم الرهن في السلف، فقال لا بأس به‏.‏ ثم حدثنا عن الأسود عن عائشة  رضى الله عنها  أن النبي صلى الله عليه وسلم اشترى طعاما من يهودي إلى أجل، فرهنه درعه‏.‏,0
24421,قال كنا إذا صلينا مع النبي صلى الله عليه وسلم قلنا السلام على الله قبل عباده السلام على جبرائيل وميكائيل وعلى فلان وفلان يعنون الملائكة فسمعنا رسول الله صلى الله عليه وسلم فقال لا تقولوا السلام على الله فإن الله هو السلام فإذا جلستم فقولوا التحيات لله والصلوات والطيبات السلام عليك أيها النبي ورحمة الله وبركاته السلام علينا وعلى عباد الله الصالحين فإنه إذا قال ذلك أصابت كل عبد صالح في السماء والأرض أشهد أن لا إله إلا الله وأشهد أن محمدا عبده ورسوله حدثنا محمد بن يحيى، حدثنا عبد الرزاق، أنبأنا الثوري، عن منصور، والأعمش، وحصين، وأبي، هاشم وحماد عن أبي وائل، وعن أبي إسحاق، عن الأسود، وأبي الأحوص، عن عبد الله بن مسعود، عن النبي صلى الله عليه وسلم نحوه حدثنا محمد بن معمر، حدثنا قبيصة، أنبأنا سفيان، عن الأعمش، ومنصور، وحصين، عن أبي وائل، عن عبد الله بن مسعود، ح قال وحدثنا سفيان، عن أبي إسحاق، عن أبي عبيدة، والأسود، وأبي الأحوص، عن عبد الله بن مسعود، أن النبي صلى الله عليه وسلم كان يعلمهم التشهد فذكر نحوه,0
6231,الله، يقول لم يطف النبي صلى الله عليه وسلم ولا أصحابه بين الصفا والمروة إلا طوافا واحدا,0
15530, عن النبي صلى الله عليه وسلم قال ركعتا الفجر خير من الدنيا وما فيها,0
22517,"إن رسول الله صلى الله عليه وسلم قال ‏""‏ لا عدوى ‏""‏‏.‏ فقام أعرابي فقال أرأيت الإبل تكون في الرمال أمثال الظباء فيأتيه البعير الأجرب فتجرب‏.‏ قال النبي صلى الله عليه وسلم ‏""‏ فمن أعدى الأول ‏""‏‏.‏",0
