Book,No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
N5,367,371- اللعب بالحمام مجلبة للفقر لا يعرف بلفظه لكن جاء عن إبراهيم النخعي أنه قال من لعب بالحمام الطائر لم يمت حتى يذوق الفقر ,,اللعب بالحمام مجلبة للفقر,لا يعرف بلفظه لكن جاء عن إبراهيم النخعي أنه قال من لعب بالحمام الطائر لم يمت حتى يذوق الفقر ,Mawdu,non-authentic, باب اللام 
N5,373,377- لكل زمان دولة ورجال هو شعر وليس بحديث لكنه في معنى قوله تعالى وَتِلْكَ الأَيَّامُ نُدَاوِلُهَا بَيْنَ النَاسِ آل عمران140 ,, لكل زمان دولة ورجال,هو شعر وليس بحديث لكنه في معنى قوله تعالى وَتِلْكَ الأَيَّامُ نُدَاوِلُهَا بَيْنَ النَاسِ آل عمران140 ,Mawdu,non-authentic, باب اللام 
N5,376,380- لكل قادم نصيب لا يعرف بهذا اللفظ لكنه في معنى ,,لكل قادم نصيب,لا يعرف بهذا اللفظ لكنه في معنى ,Mawdu,non-authentic, باب اللام 
N5,385,389- نعم الكفو القبر الجد الحثيث ج:1 ص:182 ,,نعم الكفو القبر,الجد الحثيث ج:1 ص:182 ,Mawdu,non-authentic, باب اللام 
N5,398,402- لولا علي لهلك عمر قال عمر لما أرسل إلى امرأة ذكرت عنده فأجهضت فقال للصحابة ما ترون فقال بعضهم إنما أنت مؤدب لا شيء عليك فقال لعلي ماذا تقول فقال غشوك أرى عليك الدية فوداه عمر وقاله الجد الحثيث ج:1 ص:186 ,,لولا علي لهلك عمر,قال عمر لما أرسل إلى امرأة ذكرت عنده فأجهضت فقال للصحابة ما ترون فقال بعضهم إنما أنت مؤدب لا شيء عليك فقال لعلي ماذا تقول فقال غشوك أرى عليك الدية فوداه عمر وقاله الجد الحثيث ج:1 ص:186 ,Mawdu,non-authentic, باب اللام 
N5,405,409- ما أعلم ما وراء جداري لم يرد بهذا بل بلفظ لا أعلم الجد الحثيث ج:1 ص:191 ,,ما أعلم ما وراء جداري,لم يرد بهذا بل بلفظ لا أعلم الجد الحثيث ج:1 ص:191 ,Mawdu,non-authentic, باب الميم 
N5,408,412- ما أنصف القارئ المصلي قال ابن حجر لا أعرفه لكن يغني عنه حديث لا يجهر بعضكم على بعض بالقرآن الجد الحثيث ج:1 ص:192 الجد الحثيث ج:1 ص:193 الجد الحثيث ج:1 ص:194 ,,ما أنصف القارئ المصلي,قال ابن حجر لا أعرفه لكن يغني عنه حديث لا يجهر بعضكم على بعض بالقرآن الجد الحثيث ج:1 ص:192 الجد الحثيث ج:1 ص:193 الجد الحثيث ج:1 ص:194 ,Mawdu,non-authentic, باب الميم 
N5,423,428- ما فضلكم أبو بكر بفضل صوم ولا صلاة إلا بشيء وقر الجد الحثيث ج:1 ص:199 في صدره ليس في المرفوع وإنما أخرجه الحكيم الترمذي عن بكر بن عبد الله من قوله ولفظه ما فضل أبو بكر الناس بكثرة صلاة ولا بكثرة صيام ولكن بشيء وقر في صدره ,,ما فضلكم أبو بكر بفضل صوم ولا صلاة إلا بشيء وقر,الجد الحثيث ج:1 ص:199 في صدره ليس في المرفوع وإنما أخرجه الحكيم الترمذي عن بكر بن عبد الله من قوله ولفظه ما فضل أبو بكر الناس بكثرة صلاة ولا بكثرة صيام ولكن بشيء وقر في صدره ,Mawdu,non-authentic, باب الميم 
N5,431,436- المحبة مكبة أي تستر العيوب ليس بحديث وفي معناه ,, المحبة مكبة,أي تستر العيوب ليس بحديث وفي معناه ,Mawdu,non-authentic, باب الميم 
N5,435,440- مداد العلماء أفضل من دم الشهداء من كلام الحسن وفي معناه حديث النعمان بن بشير ,,مداد العلماء أفضل من دم الشهداء,من كلام الحسن وفي معناه حديث النعمان بن بشير ,Mawdu,non-authentic, باب الميم 
N5,436,441- يوزن يوم القيامة مداد العلماء بدم الشهداء فيرجح مداد العلماء على دم الشهداء,, يوزن يوم القيامة مداد العلماء بدم الشهداء فيرجح مداد العلماء على دم الشهداء,,Mawdu,non-authentic, باب الميم 
N5,443,448- المريض لا يعاد حتى يمرض ثلاثة أيام لا يعرف بهذا الجد الحثيث ج:1 ص:208 بل بلفظ لا يعاد المريض إلا بعد ثلاث ,,المريض لا يعاد حتى يمرض ثلاثة أيام,لا يعرف بهذا الجد الحثيث ج:1 ص:208 بل بلفظ لا يعاد المريض إلا بعد ثلاث ,Mawdu,non-authentic, باب الميم 
N5,446,451- المصائب مفاتيح الارزاق قال الجد لا أعرفه حديثا ,,المصائب مفاتيح الارزاق,قال الجد لا أعرفه حديثا ,Mawdu,non-authentic, باب الميم 
N5,447,452- مصر أطيب الأرضين ترابا وعجمها أكرم العجم أنسابا قال ابن حجر لا أعرفه مرفوعا وإنما يذكر معناه عن عمرو بن العاص ,, مصر أطيب الأرضين ترابا وعجمها أكرم العجم أنسابا,قال ابن حجر لا أعرفه مرفوعا وإنما يذكر معناه عن عمرو بن العاص ,Mawdu,non-authentic, باب الميم 
N5,470_3,,,من أهل بيتي يدا كافئته عنها يوم القيامة, وأخرجه الثعلبي بنحوه وفي سنده كذاب ولا يصح في الباب شيء,Mawdu,non-authentic, باب الميم 
N5,471,476- من اشترى ما لم يره فهو بالخيار إذا رآه روي حديثا ولم يثبت قال النووي اتفق الحفاظ على ضعفه وقال الدارقطني والبيهقي إنه من كلام ابن سيرين ,,من اشترى ما لم يره فهو بالخيار إذا رآه,روي حديثا ولم يثبت قال النووي اتفق الحفاظ على ضعفه وقال الدارقطني والبيهقي إنه من كلام ابن سيرين ,Mawdu,non-authentic, باب الميم 
N5,481,486- من ترك شيئا لله عوضه الله خيرا منه لم يرد بهذا اللفظ الجد الحثيث ج:1 ص:221 ,, من ترك شيئا لله عوضه الله خيرا منه,لم يرد بهذا اللفظ الجد الحثيث ج:1 ص:221 ,Mawdu,non-authentic, باب الميم 
N5,482,487- من تزوج امرأة لمالها أو جمالها أحرمه الله مالها وجمالها لم يرد بهذا لكن في حديث أنس ,, من تزوج امرأة لمالها أو جمالها أحرمه الله مالها وجمالها,لم يرد بهذا لكن في حديث أنس ,Mawdu,non-authentic, باب الميم 
N5,491,496- من جالس عالما فكأنما جالس نبيا لا يعرف لكن جاء عن الشافعي -رضي الله عنه- إذا رأيت رجلا من أصحاب الحديث فكأنما رأيت النبي ,, من جالس عالما فكأنما جالس نبيا,لا يعرف لكن جاء عن الشافعي -رضي الله عنه- إذا رأيت رجلا من أصحاب الحديث فكأنما رأيت النبي ,Mawdu,non-authentic, باب الميم 
N5,494,499- لكل مجتهد نصيب وليسا في الحديث ,,لكل مجتهد نصيب,وليسا في الحديث ,Mawdu,non-authentic, باب الميم 
N5,507,512- من دعا لظالم بطول البقاء فقد أحب أن يعصى الله أورده الغزالي في الإحياء والزمخشري في الكشاف ولا يعرف في المرفوع لكن جاء عن الحسن من قوله وعن الثوري من قوله نعم في المرفوع عن أنس ,,من دعا لظالم بطول البقاء فقد أحب أن يعصى الله,أورده الغزالي في الإحياء والزمخشري في الكشاف ولا يعرف في المرفوع لكن جاء عن الحسن من قوله وعن الثوري من قوله نعم في المرفوع عن أنس ,Mawdu,non-authentic, باب الميم 
N5,509,514- من وقر صاحب بدعة فقد أعان على هدم الإسلام لكن كلها ضعيفة وقال ابن الجوزي موضوعة ,, من وقر صاحب بدعة فقد أعان على هدم الإسلام,لكن كلها ضعيفة وقال ابن الجوزي موضوعة ,Mawdu,non-authentic, باب الميم 
N5,519,524- من عرف نفسه فقد عرف ربه قال ابن السمعاني لا يعرف مرفوعا وإنما يحكى عن يحيى بن معاذ الرازي من قوله وقال النووي ليس بثابت انتهى لكن جاء عن عائشة إنه سئل من أعرف الناس بربه قال أعرفهم بنفسه ,,من عرف نفسه فقد عرف ربه,قال ابن السمعاني لا يعرف مرفوعا وإنما يحكى عن يحيى بن معاذ الرازي من قوله وقال النووي ليس بثابت انتهى لكن جاء عن عائشة إنه سئل من أعرف الناس بربه قال أعرفهم بنفسه ,Mawdu,non-authentic, باب الميم 
N5,527,532- من قص أظفاره مخالفا لم ير في عينيه رمدا وقع في كلام المغني للموفق بن قدامة والشيخ عبد القادر الكيلاني في الغنية وكان الحافظ الدمياطي يأثر ذلك عن بعض مشايخه ونص الإمام أحمد على استحبابه ولم يوجد في أصول الحديث ,, من قص أظفاره مخالفا لم ير في عينيه رمدا,وقع في كلام المغني للموفق بن قدامة والشيخ عبد القادر الكيلاني في الغنية وكان الحافظ الدمياطي يأثر ذلك عن بعض مشايخه ونص الإمام أحمد على استحبابه ولم يوجد في أصول الحديث ,Mawdu,non-authentic, باب الميم 
N5,528,533- من كتم سره ملك أمره ليس في المرفوع الجد الحثيث ج:1 ص:234 لكن في كلام الشافعي من كتم سره كانت الخيرة في يده ,,من كتم سره ملك أمره,ليس في المرفوع الجد الحثيث ج:1 ص:234 لكن في كلام الشافعي من كتم سره كانت الخيرة في يده ,Mawdu,non-authentic, باب الميم 
N5,531,536- من لبس نعلا صفراء قل همه عزاه في الكشاف لعلي به الجد الحثيث ج:1 ص:235 وروي عن ابن عباس موقوفا بلفظ لم يزل فسي سرور ما دام لا بسها وذلك قوله صَفْرَاءُ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِرِين البقرة69 قال ابن أبي حاتم سألت أبي عنه فقال موضوع ,,من لبس نعلا صفراء قل همه,عزاه في الكشاف لعلي به الجد الحثيث ج:1 ص:235 وروي عن ابن عباس موقوفا بلفظ لم يزل فسي سرور ما دام لا بسها وذلك قوله صَفْرَاءُ فَاقِعٌ لَوْنُهَا تَسُرُّ النَّاظِرِين البقرة69 قال ابن أبي حاتم سألت أبي عنه فقال موضوع ,Mawdu,non-authentic, باب الميم 
N5,542,547- من وعظ أخاه سرا فقد نصحه وزانه ومن وعظه علانية فقد فضحه وشانه هو من كلام الشافعي -رضي الله تعالى عنه- الجد الحثيث ج:1 ص:238 ,,من وعظ أخاه سرا فقد نصحه وزانه ومن وعظه علانية فقد فضحه وشانه,هو من كلام الشافعي -رضي الله تعالى عنه- الجد الحثيث ج:1 ص:238 ,Mawdu,non-authentic, باب الميم 
N5,552,557- المؤمن سريع الغضب سريع الرجوع وأورده الغزالي بلفظ سريع الرضىقال العراقي في تخريجه لم أجده هكذا ,,المؤمن سريع الغضب سريع الرجوع,وأورده الغزالي بلفظ سريع الرضىقال العراقي في تخريجه لم أجده هكذا ,Mawdu,non-authentic, باب الميم 
N5,553,558- المؤمن ليس بحقود ذكره في الإحياء قال مخرجه ولم أقف له على أصل ويستأنس له كما قال الجد بحديث معاذ ,,المؤمن ليس بحقود,ذكره في الإحياء قال مخرجه ولم أقف له على أصل ويستأنس له كما قال الجد بحديث معاذ ,Mawdu,non-authentic, باب الميم 
N5,564,569- المرء كثير بأخيه,, المرء كثير بأخيه,,Mawdu,non-authentic, باب النون 
N5,579,584- نعم الصهر القبر قال بعض العلماء لم أظفر به بعد التفتيش وعند الديلمي بلا سند عن ابن عباس مرفوعا ,,نعم الصهر القبر,قال بعض العلماء لم أظفر به بعد التفتيش وعند الديلمي بلا سند عن ابن عباس مرفوعا ,Mawdu,non-authentic, باب النون 
N5,580_1,585- نعم الكفؤ القبر للجارية وجاء عن ابن عباس موقوفا بلفظ نعم الأختان القبور ,,نعم الكفؤ القبر للجارية,,Mawdu,non-authentic, باب النون 
N5,597,602- لا تسافروا في محاق الشهر ولا إذا كان القمر في العقرب من كلام علي -رضي الله عنه- ,,لا تسافروا في محاق الشهر ولا إذا كان القمر في العقرب,من كلام علي -رضي الله عنه- ,Mawdu,non-authentic, باب لام ألف 
N5,613,619- لا يخلو جسد من حسد في معناه ,,لا يخلو جسد من حسد,في معناه ,Mawdu,non-authentic, باب لام ألف 
N5,621_2,,أخرج أحمد -رضي الله عنه- قال, قال عمر في خطبته تعلمون أن الطمع فقر وأن اليأس غنى وإن الرجل إذا آيس من شيء استغنى عنه,,Mawdu,non-authentic, باب الياء 
N5,623,629- يا علي إذا تزودت فلا تنسى البصل كذب مختلق الجد الحثيث ج:1 ص:261 وكذا ما عند الديلمي بلا سند ,,يا علي إذا تزودت فلا تنسى البصل,كذب مختلق الجد الحثيث ج:1 ص:261 وكذا ما عند الديلمي بلا سند ,Mawdu,non-authentic, باب الياء 
N5,624,630- عليكم بالبصل فإنه يطيب البطن ويصلح الولد بل الثابت أنه شجرة خبيثة ,,عليكم بالبصل فإنه يطيب البطن ويصلح الولد,بل الثابت أنه شجرة خبيثة ,Mawdu,non-authentic, باب الياء 
N5,634,640- يساق إلى مصر أقل الناس أعمارا يروى من حديث موسى بن علي بن رباح عن أبيهعن جده بلفظ ,,يساق إلى مصر أقل الناس أعمارا ,يروى من حديث موسى بن علي بن رباح عن أبيهعن جده بلفظ ,Mawdu,non-authentic, باب الياء 
N5,636,642- يصوم أهل قباء يجري على ألسنة العوام حين يرى الجد الحثيث ج:1 ص:264 الهلال بمكان دون آخر إن الهلال رآه أهل قباء قال يصوم أهل قباء قال السخاوي وهو شيء ما علمته قال الجد ومثل هذا لا يعذر الناس فيه فإن الكذب على عظيم وهذه قصة ما وقعت أصلا فضلا عن ثبوتها ,,يصوم أهل قباء,يجري على ألسنة العوام حين يرى الجد الحثيث ج:1 ص:264 الهلال بمكان دون آخر إن الهلال رآه أهل قباء قال يصوم أهل قباء قال السخاوي وهو شيء ما علمته قال الجد ومثل هذا لا يعذر الناس فيه فإن الكذب على عظيم وهذه قصة ما وقعت أصلا فضلا عن ثبوتها ,Mawdu,non-authentic, باب الياء 
N6,6,6 _ حديث : غسل الإناء وطهر الفناء ، يورثان الغنى . رواه الخطيب عن أنس مرفوعاً ، وقال لم أكتبه إلا من حديث أبى الحسن الزهرى ، وهو كذاب . وقال الذهبى في الميزان : وضعه علي بن محمد الزهري . ,,: غسل الإناء وطهر الفناء ، يورثان الغنى, رواه الخطيب عن أنس مرفوعاً ، وقال لم أكتبه إلا من حديث أبى الحسن الزهرى ، وهو كذاب . وقال الذهبى في الميزان : وضعه علي بن محمد الزهري . ,Mawdu,non-authentic,كتاب الطهارة
N6,10,10 _ حديث : أسخنت لرسول الله  صلى الله عليه وآله وسلم ماء فى الشمس فقال : لا تفعلى يا حميراء ، فإنه يورث البرص . رواه أبو نعيم فى الطب عن عائشة مرفوعاً ، وقال فى إسناده :خالد بن إسمعيل لا يحتج به ، وقال الداراقطني : متروك ، ورواه الدارقطني من طريق أخرى فيها الهيثم بن عدى ، كذاب . وأخرجه ابن حبان من طريق فيها وهب بن وهب ، وهو كذاب . وله طرق لا تخلو من كذاب أو مجهول . ,,: أسخنت لرسول الله  صلى الله عليه وآله وسلم ماء فى الشمس فقال : لا تفعلى يا حميراء ، فإنه يورث البرص, رواه أبو نعيم فى الطب عن عائشة مرفوعاً ، وقال فى إسناده :خالد بن إسمعيل لا يحتج به ، وقال الداراقطني : متروك ، ورواه الدارقطني من طريق أخرى فيها الهيثم بن عدى ، كذاب . وأخرجه ابن حبان من طريق فيها وهب بن وهب ، وهو كذاب . وله طرق لا تخلو من كذاب أو مجهول . ,Mawdu,non-authentic,كتاب الطهارة
N6,11,"11 _ حديث : إنما حرمت دخول الحمام بغير مئزر . رواه ابن الجوزى عن أنس مرفوعاً ، وقال موضوع , فيه جماعة مجهولون .",, إنما حرمت دخول الحمام بغير مئزر," رواه ابن الجوزى عن أنس مرفوعاً ، وقال موضوع , فيه جماعة مجهولون .",Mawdu,non-authentic,كتاب الطهارة
N6,12,"12حديث المضمضة والاستنشاق ثلاثاً , فريضة للجنب .رواه ابن عدى مرفوعاً عن أبى هريرة , وقال ابن حبان والداراقطني : وضعه بركة بن محمد الحلبى .",," المضمضة والاستنشاق ثلاثاً , فريضة للجنب","رواه ابن عدى مرفوعاً عن أبى هريرة , وقال ابن حبان والداراقطني : وضعه بركة بن محمد الحلبى .",Mawdu,non-authentic,كتاب الطهارة
N6,15, 15_ حديث : من اغتسل من الجنابة حلالاً أعطاه الله مائة قصر من درة بيضاء وكتب له بكل قطرة ثواب ألف شهيد . رواه ابن الجوزي عن أنس مرفوعاً وقال : وضعه دينار .,, من اغتسل من الجنابة حلالاً أعطاه الله مائة قصر من درة بيضاء وكتب له بكل قطرة ثواب ألف شهيد, رواه ابن الجوزي عن أنس مرفوعاً وقال : وضعه دينار .,Mawdu,non-authentic,كتاب الطهارة
N6,19,19 _ حديث : لا تنجس الأرض من بول إلا بعد ( 10 ) أربعين يوماً . ,,لا تنجس الأرض من بول إلا بعد ( 10 ) أربعين يوما,قال السيوطي في الذيل : فيه داود الوضاع . ,Mawdu,non-authentic,كتاب الطهارة
N6,34,34 _ حديث : الوضوء مد والغسل صاع وسيأتي أقوام من بعدي يستقلون ذلك أولئك خلاف أهل سنتي والآخذ بسنتي معي في حظيرة القدس . قال ابن طاهر الفتني في التذكرة : فيه مجروح ولا يخفاك أنه لا تلازم بين مجرد الجرح والوضع وإن كان في لفظه ما يخالف الكلام النبوي عند من له ممارسة ( 14 ) . ,, الوضوء مد والغسل صاع وسيأتي أقوام من بعدي يستقلون ذلك أولئك خلاف أهل سنتي والآخذ بسنتي معي في حظيرة القدس, قال ابن طاهر الفتني في التذكرة : فيه مجروح ولا يخفاك أنه لا تلازم بين مجرد الجرح والوضع وإن كان في لفظه ما يخالف الكلام النبوي عند من له ممارسة ( 14 ) . ,Mawdu,non-authentic,كتاب الطهارة
N6,40,40 _ حديث : من اغتسل يوم الجمعة بنية وحسبة من غير جنابة تنظيفاً للجمعة كتب الله له بكل شعره يبلها من رأسه ولحيته وسائر جسده في الدنيا نورا _ وساق حديثاً طويلاً . وهو موضوع _ والمتهم به عمر بن صبح .,, من اغتسل يوم الجمعة بنية وحسبة من غير جنابة تنظيفاً للجمعة كتب الله له بكل شعره يبلها من رأسه ولحيته وسائر جسده في الدنيا نورا , وساق حديثاً طويلاً وهو موضوع _ والمتهم به عمر بن صبح .,Mawdu,non-authentic,كتاب الطهارة
N6,41,1 _ حديث : من نور بالفجر نور الله له قلبه وقبره وقبلت صلاته . رواه الدارقطني عن أنس مرفوعاً وقال : تفرد به سليمان بن عمرو أبو داود النخعي كذاب .,, من نور بالفجر نور الله له قلبه وقبره وقبلت صلاته, رواه الدارقطني عن أنس مرفوعاً وقال : تفرد به سليمان بن عمرو أبو داود النخعي كذاب .,Mawdu,non-authentic,كتاب الصلاة
N6,42,2 _ حديث : إذا كان الفيء ذراعاً ونصفاً إلى ذراعين فصلوا الظهر . رواه ابن عدي عن أنس مرفوعاً وفي إسناده الأصرم بن حوشب وضاع .,, إذا كان الفيء ذراعاً ونصفاً إلى ذراعين فصلوا الظهر, رواه ابن عدي عن أنس مرفوعاً وفي إسناده الأصرم بن حوشب وضاع .,Mawdu,non-authentic,كتاب الصلاة
N6,48,8 _ حديث : لا يؤذن لكم من يدغم الهاء . رواه الدارقطني عن أبي هريرة مرفوعاً وقال : المتهم به علي بن جميل الرقي كان يضع على الثقات .,, لا يؤذن لكم من يدغم الهاء, رواه الدارقطني عن أبي هريرة مرفوعاً وقال : المتهم به علي بن جميل الرقي كان يضع على الثقات .,Mawdu,non-authentic,كتاب الصلاة
N6,50,10_ حديث : إذا كان يوم القيامة جيء بكراسي من ذهب مكللة بالدر والياقوت مفروشة بالسندس والإستبرق ثم يضرب عليها قباب من نور ثم ينادى : أين المؤذنون _ إلخ . رواه الخطيب عن أبي سعيد مرفوعاً وقال غريب جداً تفرد به إسماعيل بن يحيى وهو ضعيف سيىء الحال جداً . ,, إذا كان يوم القيامة جيء بكراسي من ذهب مكللة بالدر والياقوت مفروشة بالسندس والإستبرق ثم يضرب عليها قباب من نور ثم ينادى : أين المؤذنون, رواه الخطيب عن أبي سعيد مرفوعاً وقال غريب جداً تفرد به إسماعيل بن يحيى وهو ضعيف سيىء الحال جداً . ,Mawdu,non-authentic,كتاب الصلاة
N6,51,11 _ حديث : يجيء بلال يوم القيامة على راحلة رحلها ذهب وزمامها در وياقوت يتبعه المؤذنون حتى يدخلهم الجنة حتى إنه ليدخل من أذن أربعين يوماً يطلب بذلك وجه الله . رواه الدارقطني عن ابن عمر مرفوعاً وقال تفرد به خالد بن إسماعيل وقال ابن عدي كان يضع على الثقات .,, يجيء بلال يوم القيامة على راحلة رحلها ذهب وزمامها در وياقوت يتبعه المؤذنون حتى يدخلهم الجنة حتى إنه ليدخل من أذن أربعين يوماً يطلب بذلك وجه الله , رواه الدارقطني عن ابن عمر مرفوعاً وقال تفرد به خالد بن إسماعيل وقال ابن عدي كان يضع على الثقات .,Mawdu,non-authentic,كتاب الصلاة
N6,53,13- حديث : ما من مدينة يكثر أذانها إلا قل َّ بردها . رواه الأزدي عن علي مرفوعاً . وقال : موضوع ، والمتهم به عمرو بن جميع . ,,: ما من مدينة يكثر أذانها إلا قل َّ بردها,رواه الأزدي عن علي مرفوعاً . وقال : موضوع ، والمتهم به عمرو بن جميع . ,Mawdu,non-authentic,كتاب الصلاة
N6,65,25 _ حديث : من أذن سنة من نية صادقة يحشر يوم القيامة فيوقف على باب الجنة فيقال له : اشفع لمن شئت . في إسناده : وضاع . ,, من أذن سنة من نية صادقة يحشر يوم القيامة فيوقف على باب الجنة فيقال له : اشفع لمن شئت, في إسناده : وضاع . ,Mawdu,non-authentic,كتاب الصلاة
N6,69,29 _ حديث : تذهب الأرضون كلها يوم القيامة إلا المساجد فإنه ينضم بعضها إلى بعض . رواه ابن عدي عن ابن عباس مرفوعاً وفي إسناده : أصرم بن حوشب كذاب . ,, تذهب الأرضون كلها يوم القيامة إلا المساجد فإنه ينضم بعضها إلى بعض, رواه ابن عدي عن ابن عباس مرفوعاً وفي إسناده : أصرم بن حوشب كذاب . ,Mawdu,non-authentic,كتاب الصلاة
N6,70,30 _ حديث : إذا أقيمت الصلاة فانتعلوا . رواه ابن عدي عن معاذ مرفوعاً وفي إسناده : محمد بن الحجاج اللخمي وهو المتهم بوضعه .,, إذا أقيمت الصلاة فانتعلوا, رواه ابن عدي عن معاذ مرفوعاً وفي إسناده : محمد بن الحجاج اللخمي وهو المتهم بوضعه .,Mawdu,non-authentic,كتاب الصلاة
N6,82,42 _ حديث : من توضأ فأسبغ الوضوء ثم خرج من بيته يريد المسجد فقال بسم الله الذي خلقني فهو يهدين إلا أعطاه الله كل ما في الآية . في إسناده : سلم بن مسلم وليس بشيء .,,: من توضأ فأسبغ الوضوء ثم خرج من بيته يريد المسجد فقال بسم الله الذي خلقني فهو يهدين إلا أعطاه الله كل ما في الآية, في إسناده : سلم بن مسلم وليس بشيء .,Mawdu,non-authentic,كتاب الصلاة
N6,86,46 _ حديث : يا بريرة : اكنسي المسجد يوم الخميس فإن من أخرج من المسجد يوم الخميس أذى بقدر ما يقذي العين كان كعدل رقبة يعتقها . في إسناده : الحسين بن علوان يضع الحديث .,,: يا بريرة : اكنسي المسجد يوم الخميس فإن من أخرج من المسجد يوم الخميس أذى بقدر ما يقذي العين كان كعدل رقبة يعتقها, في إسناده : الحسين بن علوان يضع الحديث .,Mawdu,non-authentic,كتاب الصلاة
N6,95,55 _ حديث : ليس السارق الذي يسرق ثياب الناس إنما السارق الذي يسرق الصلاة يلقطها الطير كما يلقط الحب من الأرض . موضوع ذكره السيوطي في الذيل . ,,: ليس السارق الذي يسرق ثياب الناس إنما السارق الذي يسرق الصلاة يلقطها الطير كما يلقط الحب من الأرض, موضوع ذكره السيوطي في الذيل . ,Mawdu,non-authentic,كتاب الصلاة
N6,96,56 _ حديث : لو يعلم الناس ما في الصف الأول والأذان وخدمة القوم في السفر لاقترعوا عليه . قال في الذيل : من أباطيل إسحاق الملطي .,,: لو يعلم الناس ما في الصف الأول والأذان وخدمة القوم في السفر لاقترعوا عليه, قال في الذيل : من أباطيل إسحاق الملطي .,Mawdu,non-authentic,كتاب الصلاة
N6,106, وأخرجه ابن عساكر ( 51 ) عنها مرفوعاً قالت : قال رسول الله صلى الله عليه وآله وسلم : ليؤمكم أحسنكم وجها فإنه أحرى أن يكون أحسنكم خلقا ., وأخرجه ابن عساكر ( 51 ) عنها مرفوعاً قالت : قال رسول الله صلى الله عليه وآله وسلم, ليؤمكم أحسنكم وجها فإنه أحرى أن يكون أحسنكم خلقا,,Mawdu,non-authentic,باب صلاة الجماعة
N6,117,75 _ حديث : جاء جبريل إلى النبي صلى الله عليه وآله وسلم فقال له : يا محمد عش ما شئت فإنك ميت وأحبب من شئت فإنك مفارقه واعمل ما شئت فإنك مجزى به واعلم أن شرف المؤمن : قيامه بالليل وعزه : امتناعه عن الناس . رواه الخطيب عن سهل بن سعد مرفوعاً وفي إسناده . محمد بن حميد . كذبه أبو زرعة . رواه عن زافر بن سليمان وهو ضعيف . قال في اللآلىء : أخرجه الحاكم في المستدرك من طريق عيسى بن صبيح عن زافر وصححه . قال ابن حجر في الأمالي : تفرد به زافر وهو صدوق سيىء الحفظ كثير الوهم . وفي إسناده : محمد بن عيينة ( 56 ) وفيه مقال فالصواب : أن الحديث ضعيف لا كما جزم به الحاكم من كونه صحيحاً ولا كما جزم به ابن الجوزي من كونه موضوعاً وله شواهد ولكن بدون قوله : واعلم _  إلخ ( 57 ) .,,: جاء جبريل إلى النبي صلى الله عليه وآله وسلم فقال له : يا محمد عش ما شئت فإنك ميت وأحبب من شئت فإنك مفارقه واعمل ما شئت فإنك مجزى به واعلم أن شرف المؤمن : قيامه بالليل وعزه : امتناعه عن الناس, رواه الخطيب عن سهل بن سعد مرفوعاً وفي إسناده . محمد بن حميد . كذبه أبو زرعة . رواه عن زافر بن سليمان وهو ضعيف . قال في اللآلىء : أخرجه الحاكم في المستدرك من طريق عيسى بن صبيح عن زافر وصححه . قال ابن حجر في الأمالي : تفرد به زافر وهو صدوق سيىء الحفظ كثير الوهم . وفي إسناده : محمد بن عيينة ( 56 ) وفيه مقال فالصواب : أن الحديث ضعيف لا كما جزم به الحاكم من كونه صحيحاً ولا كما جزم به ابن الجوزي من كونه موضوعاً وله شواهد ولكن بدون قوله : واعلم _  إلخ ( 57 ) .,Mawdu,non-authentic,باب صلاة الجماعة
N6,123,81 _ حديث من صلى ركعتي الضحى كتب الله له ألف ألف حسنة .قال في الذيل وفي إسناده : نوح بن أبي مريم وضاع كذاب .,,من صلى ركعتي الضحى كتب الله له ألف ألف حسنة,قال في الذيل وفي إسناده : نوح بن أبي مريم وضاع كذاب .,Mawdu,non-authentic,باب صلاة الجماعة
N6,163,119 _ حديث : من صلى الفجر في جماعة ثم اعتكف إلى طلوع الشمس ثم صلى أربع ركعات في الأولى : آية الكرسي ثلاثا والإخلاص وفي الثانية : والشمس وفي الثالثة : والسماء والطارق وفي الرابعة آية الكرسي والإخلاص ثلاث مرات _  إلخ  .قال في الذيل : فيه نوح ابن أبي مريم المشهور بالوضع .,, من صلى الفجر في جماعة ثم اعتكف إلى طلوع الشمس ثم صلى أربع ركعات في الأولى : آية الكرسي ثلاثا والإخلاص وفي الثانية : والشمس وفي الثالثة : والسماء والطارق وفي الرابعة آية الكرسي والإخلاص ثلاث مرات,قال في الذيل : فيه نوح ابن أبي مريم المشهور بالوضع .,Mawdu,non-authentic,باب صلاة الجماعة
N6,179,4 _ حديث : صدقة الفطر على كل صغير وكبير ذكر وأنثى يهودي أو نصراني حر أو مملوك : نصف صاع من تمر أو صاع من شعير .رواه الدارقطني عن ابن عباس مرفوعاً وزيادة ( يهودي أو نصراني ) موضوعة تفرد بها سلام الطويل وهو متروك .,,: صدقة الفطر على كل صغير وكبير ذكر وأنثى يهودي أو نصراني حر أو مملوك : نصف صاع من تمر أو صاع من شعير,رواه الدارقطني عن ابن عباس مرفوعاً وزيادة ( يهودي أو نصراني ) موضوعة تفرد بها سلام الطويل وهو متروك .,Mawdu,non-authentic,كتاب صدقة الفرض والتطوع والهدية والقرض والضيافة
